@relation reservas_modelo_estado

@attribute anticipacion numeric
@attribute numero_personas numeric
@attribute origen_reserva {WEB,AGENCIA,TELEFONO}
@attribute metodo_pago {TARJETA_CREDITO,TRANSFERENCIA,EFECTIVO}
@attribute cliente_recurrente {true,false}
@attribute dia_semana {LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO}
@attribute estado_reserva {pagada,no_pagada}

@data
34,7,AGENCIA,TRANSFERENCIA,false,DOMINGO,no_pagada
57,10,WEB,EFECTIVO,true,JUEVES,pagada
15,2,TELEFONO,EFECTIVO,false,MARTES,pagada
12,3,AGENCIA,EFECTIVO,true,SABADO,pagada
27,13,AGENCIA,EFECTIVO,true,JUEVES,no_pagada
31,4,TELEFONO,TARJETA_CREDITO,false,LUNES,pagada
3,3,TELEFONO,EFECTIVO,true,MARTES,no_pagada
41,9,WEB,EFECTIVO,true,LUNES,pagada
17,15,WEB,EFECTIVO,false,VIERNES,pagada
57,12,TELEFONO,EFECTIVO,false,LUNES,pagada
29,10,AGENCIA,TRANSFERENCIA,true,MARTES,no_pagada
39,3,TELEFONO,TARJETA_CREDITO,false,MARTES,no_pagada
60,8,TELEFONO,EFECTIVO,true,MARTES,no_pagada
25,3,WEB,TARJETA_CREDITO,true,VIERNES,pagada
56,15,TELEFONO,EFECTIVO,false,DOMINGO,pagada
39,2,WEB,TRANSFERENCIA,true,DOMINGO,pagada
6,8,TELEFONO,TARJETA_CREDITO,true,DOMINGO,pagada
44,11,AGENCIA,EFECTIVO,false,MIERCOLES,pagada
45,9,AGENCIA,TARJETA_CREDITO,false,DOMINGO,no_pagada
23,10,TELEFONO,EFECTIVO,true,JUEVES,pagada
17,8,WEB,TARJETA_CREDITO,false,VIERNES,no_pagada
17,4,WEB,EFECTIVO,true,VIERNES,pagada
34,1,AGENCIA,EFECTIVO,true,SABADO,no_pagada
27,6,WEB,TARJETA_CREDITO,false,SABADO,no_pagada
17,14,TELEFONO,TRANSFERENCIA,false,VIERNES,no_pagada
44,7,WEB,TRANSFERENCIA,false,MARTES,no_pagada
36,9,AGENCIA,TRANSFERENCIA,false,VIERNES,no_pagada
50,12,AGENCIA,EFECTIVO,true,DOMINGO,pagada
48,4,AGENCIA,EFECTIVO,true,LUNES,pagada
33,7,AGENCIA,EFECTIVO,true,MARTES,no_pagada
41,1,WEB,TARJETA_CREDITO,false,VIERNES,no_pagada
6,2,AGENCIA,TARJETA_CREDITO,false,LUNES,pagada
47,7,AGENCIA,EFECTIVO,false,SABADO,pagada
50,14,WEB,EFECTIVO,false,JUEVES,pagada
13,14,TELEFONO,EFECTIVO,false,MARTES,pagada
51,10,TELEFONO,EFECTIVO,true,VIERNES,pagada
44,1,AGENCIA,TARJETA_CREDITO,true,MARTES,pagada
6,5,AGENCIA,TRANSFERENCIA,false,JUEVES,pagada
34,1,TELEFONO,EFECTIVO,true,LUNES,no_pagada
47,14,TELEFONO,EFECTIVO,false,MIERCOLES,no_pagada
15,10,WEB,TRANSFERENCIA,false,VIERNES,pagada
17,3,AGENCIA,EFECTIVO,true,VIERNES,pagada
33,5,AGENCIA,TARJETA_CREDITO,false,VIERNES,no_pagada
45,8,AGENCIA,EFECTIVO,false,DOMINGO,pagada
49,6,AGENCIA,EFECTIVO,false,VIERNES,pagada
31,2,AGENCIA,TARJETA_CREDITO,false,SABADO,pagada
44,12,WEB,TRANSFERENCIA,false,MIERCOLES,pagada
45,14,AGENCIA,TARJETA_CREDITO,false,LUNES,no_pagada
44,12,AGENCIA,TARJETA_CREDITO,true,JUEVES,pagada
21,6,WEB,EFECTIVO,false,MARTES,pagada
32,12,WEB,TARJETA_CREDITO,true,DOMINGO,pagada
17,4,WEB,TARJETA_CREDITO,true,DOMINGO,pagada
40,6,WEB,TARJETA_CREDITO,true,LUNES,pagada
44,11,AGENCIA,EFECTIVO,true,DOMINGO,pagada
55,8,AGENCIA,EFECTIVO,false,JUEVES,no_pagada
32,3,TELEFONO,TRANSFERENCIA,false,MARTES,pagada
4,9,AGENCIA,TRANSFERENCIA,true,VIERNES,no_pagada
26,14,TELEFONO,TARJETA_CREDITO,false,LUNES,no_pagada
21,12,WEB,TARJETA_CREDITO,true,JUEVES,pagada
38,2,AGENCIA,TRANSFERENCIA,false,MARTES,no_pagada
16,5,AGENCIA,EFECTIVO,false,MIERCOLES,pagada
32,7,WEB,TRANSFERENCIA,false,MIERCOLES,no_pagada
18,8,WEB,EFECTIVO,true,VIERNES,pagada
53,2,TELEFONO,TRANSFERENCIA,true,VIERNES,no_pagada
55,7,WEB,TARJETA_CREDITO,true,JUEVES,pagada
52,1,WEB,TRANSFERENCIA,false,MARTES,no_pagada
51,8,AGENCIA,TRANSFERENCIA,true,JUEVES,pagada
45,3,WEB,TARJETA_CREDITO,false,JUEVES,pagada
29,12,AGENCIA,TRANSFERENCIA,false,MIERCOLES,no_pagada
23,1,AGENCIA,TARJETA_CREDITO,false,DOMINGO,pagada
37,10,TELEFONO,EFECTIVO,true,DOMINGO,no_pagada
23,6,TELEFONO,EFECTIVO,false,DOMINGO,no_pagada
57,2,AGENCIA,EFECTIVO,false,JUEVES,pagada
56,3,TELEFONO,TRANSFERENCIA,false,SABADO,no_pagada
55,15,WEB,TARJETA_CREDITO,true,MIERCOLES,pagada
15,6,AGENCIA,EFECTIVO,false,SABADO,no_pagada
39,11,AGENCIA,TRANSFERENCIA,false,DOMINGO,no_pagada
48,10,TELEFONO,TRANSFERENCIA,false,MARTES,pagada
55,1,WEB,EFECTIVO,true,SABADO,no_pagada
48,12,TELEFONO,TARJETA_CREDITO,true,MARTES,pagada
26,2,WEB,TARJETA_CREDITO,false,VIERNES,pagada
2,13,AGENCIA,EFECTIVO,true,LUNES,no_pagada
17,10,WEB,TARJETA_CREDITO,false,MIERCOLES,pagada
16,12,AGENCIA,TRANSFERENCIA,true,MARTES,pagada
2,1,TELEFONO,TRANSFERENCIA,false,DOMINGO,no_pagada
30,14,TELEFONO,TRANSFERENCIA,false,MARTES,pagada
38,10,AGENCIA,EFECTIVO,false,VIERNES,no_pagada
59,6,AGENCIA,EFECTIVO,true,DOMINGO,pagada
29,5,AGENCIA,TRANSFERENCIA,false,MARTES,no_pagada
1,1,TELEFONO,TARJETA_CREDITO,false,MIERCOLES,no_pagada
35,1,TELEFONO,TRANSFERENCIA,false,MIERCOLES,pagada
50,7,AGENCIA,EFECTIVO,true,DOMINGO,pagada
36,6,WEB,TRANSFERENCIA,false,JUEVES,pagada
11,12,TELEFONO,EFECTIVO,false,DOMINGO,no_pagada
15,5,WEB,TRANSFERENCIA,true,VIERNES,no_pagada
19,11,TELEFONO,EFECTIVO,false,JUEVES,pagada
55,2,WEB,TARJETA_CREDITO,false,LUNES,no_pagada
40,8,AGENCIA,EFECTIVO,false,MARTES,no_pagada
2,3,WEB,EFECTIVO,true,MARTES,no_pagada
7,5,AGENCIA,TARJETA_CREDITO,false,SABADO,pagada
15,2,WEB,TARJETA_CREDITO,false,MARTES,no_pagada
27,5,AGENCIA,TRANSFERENCIA,false,SABADO,pagada
22,2,WEB,TARJETA_CREDITO,false,DOMINGO,no_pagada
5,9,AGENCIA,TARJETA_CREDITO,true,DOMINGO,pagada
17,14,AGENCIA,TARJETA_CREDITO,true,DOMINGO,pagada
46,4,AGENCIA,TRANSFERENCIA,true,SABADO,pagada
13,8,TELEFONO,TARJETA_CREDITO,true,JUEVES,pagada
25,11,AGENCIA,TRANSFERENCIA,true,SABADO,pagada
48,15,TELEFONO,EFECTIVO,true,MIERCOLES,no_pagada
41,5,WEB,TRANSFERENCIA,true,DOMINGO,pagada
8,4,TELEFONO,TRANSFERENCIA,false,LUNES,pagada
51,5,TELEFONO,TARJETA_CREDITO,false,DOMINGO,pagada
1,1,TELEFONO,EFECTIVO,false,SABADO,no_pagada
39,3,AGENCIA,TARJETA_CREDITO,true,MARTES,pagada
32,2,TELEFONO,EFECTIVO,false,DOMINGO,pagada
4,6,TELEFONO,TARJETA_CREDITO,true,MARTES,pagada
32,4,AGENCIA,EFECTIVO,false,DOMINGO,no_pagada
47,4,WEB,EFECTIVO,false,MIERCOLES,pagada
17,15,WEB,TRANSFERENCIA,false,VIERNES,no_pagada
35,12,AGENCIA,TARJETA_CREDITO,true,VIERNES,pagada
23,6,TELEFONO,TRANSFERENCIA,false,DOMINGO,pagada
5,9,WEB,TRANSFERENCIA,false,DOMINGO,no_pagada
35,6,AGENCIA,TARJETA_CREDITO,false,SABADO,pagada
57,1,TELEFONO,TRANSFERENCIA,true,MIERCOLES,pagada
43,9,AGENCIA,TARJETA_CREDITO,false,DOMINGO,pagada
40,5,AGENCIA,TRANSFERENCIA,false,LUNES,pagada
34,11,WEB,TARJETA_CREDITO,true,MARTES,pagada
56,1,WEB,TARJETA_CREDITO,false,MARTES,pagada
3,10,TELEFONO,TRANSFERENCIA,false,VIERNES,no_pagada
4,6,WEB,EFECTIVO,true,LUNES,no_pagada
60,15,WEB,EFECTIVO,false,DOMINGO,pagada
30,13,TELEFONO,TARJETA_CREDITO,false,VIERNES,no_pagada
53,6,TELEFONO,TARJETA_CREDITO,false,VIERNES,pagada
47,2,AGENCIA,TARJETA_CREDITO,true,VIERNES,pagada
7,2,TELEFONO,TARJETA_CREDITO,false,MARTES,pagada
34,11,WEB,EFECTIVO,true,VIERNES,no_pagada
48,2,TELEFONO,EFECTIVO,false,SABADO,no_pagada
45,11,AGENCIA,TARJETA_CREDITO,true,DOMINGO,pagada
12,9,AGENCIA,EFECTIVO,false,SABADO,pagada
35,10,AGENCIA,TRANSFERENCIA,false,VIERNES,no_pagada
55,6,AGENCIA,EFECTIVO,false,DOMINGO,no_pagada
39,4,TELEFONO,EFECTIVO,true,JUEVES,no_pagada
24,8,AGENCIA,TRANSFERENCIA,true,SABADO,pagada
19,10,WEB,EFECTIVO,true,MIERCOLES,pagada
20,4,WEB,TRANSFERENCIA,true,DOMINGO,no_pagada
59,9,TELEFONO,EFECTIVO,true,LUNES,pagada
30,6,WEB,TARJETA_CREDITO,false,MIERCOLES,pagada
15,5,AGENCIA,TARJETA_CREDITO,false,VIERNES,pagada
47,2,TELEFONO,TRANSFERENCIA,false,MARTES,no_pagada
53,15,TELEFONO,EFECTIVO,true,VIERNES,no_pagada
3,12,TELEFONO,TRANSFERENCIA,true,DOMINGO,pagada
59,13,AGENCIA,TRANSFERENCIA,false,JUEVES,pagada
56,13,WEB,EFECTIVO,true,SABADO,no_pagada
4,5,TELEFONO,TARJETA_CREDITO,false,VIERNES,pagada
21,9,TELEFONO,TARJETA_CREDITO,true,LUNES,pagada
44,12,AGENCIA,TRANSFERENCIA,true,MARTES,no_pagada
19,13,AGENCIA,TARJETA_CREDITO,true,MIERCOLES,pagada
6,8,TELEFONO,EFECTIVO,true,VIERNES,no_pagada
26,5,WEB,TRANSFERENCIA,false,DOMINGO,pagada
49,3,AGENCIA,EFECTIVO,true,JUEVES,no_pagada
42,10,WEB,EFECTIVO,true,MARTES,pagada
18,13,AGENCIA,TRANSFERENCIA,true,LUNES,no_pagada
28,6,AGENCIA,TARJETA_CREDITO,false,MIERCOLES,pagada
50,5,WEB,TRANSFERENCIA,false,VIERNES,pagada
29,1,WEB,TARJETA_CREDITO,false,MARTES,pagada
8,12,WEB,TARJETA_CREDITO,true,DOMINGO,pagada
54,14,AGENCIA,TARJETA_CREDITO,false,SABADO,pagada
20,8,AGENCIA,TARJETA_CREDITO,false,MARTES,pagada
14,9,TELEFONO,TRANSFERENCIA,false,VIERNES,pagada
45,12,TELEFONO,TARJETA_CREDITO,false,VIERNES,pagada
17,3,WEB,TRANSFERENCIA,true,DOMINGO,no_pagada
4,8,TELEFONO,TARJETA_CREDITO,true,JUEVES,pagada
43,5,TELEFONO,EFECTIVO,false,DOMINGO,pagada
2,5,TELEFONO,TRANSFERENCIA,true,JUEVES,pagada
58,6,AGENCIA,EFECTIVO,true,MARTES,pagada
33,8,TELEFONO,EFECTIVO,true,LUNES,pagada
60,9,AGENCIA,TRANSFERENCIA,false,JUEVES,pagada
