@relation reservas-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0

@attribute anticipacion numeric
@attribute numeroPersonas numeric
@attribute metodoDePago {EFECTIVO,TARJETA_CREDITO,TARJETA_DEBITO,TRANSFERENCIA,PAYPAL}
@attribute clienteRecurrente {TRUE,FALSE}
@attribute diaSemana {LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO}
@attribute cancelada {cancelada,no_cancelada}

@data
344,8,TARJETA_CREDITO,TRUE,MIERCOLES,no_cancelada
160,10,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
108,5,PAYPAL,TRUE,JUEVES,no_cancelada
68,9,PAYPAL,TRUE,MIERCOLES,no_cancelada
163,6,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
124,8,PAYPAL,TRUE,LUNES,no_cancelada
135,3,TARJETA_CREDITO,FALSE,LUNES,no_cancelada
349,3,PAYPAL,TRUE,LUNES,no_cancelada
268,3,EFECTIVO,TRUE,VIERNES,no_cancelada
255,8,EFECTIVO,FALSE,JUEVES,no_cancelada
181,8,EFECTIVO,FALSE,VIERNES,no_cancelada
8,8,PAYPAL,TRUE,DOMINGO,no_cancelada
97,10,PAYPAL,TRUE,MIERCOLES,no_cancelada
88,3,EFECTIVO,FALSE,DOMINGO,no_cancelada
364,8,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
341,6,EFECTIVO,TRUE,MARTES,no_cancelada
331,9,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
227,7,PAYPAL,TRUE,JUEVES,no_cancelada
326,2,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
329,1,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
46,10,TRANSFERENCIA,TRUE,SABADO,no_cancelada
83,5,TARJETA_CREDITO,TRUE,VIERNES,no_cancelada
206,1,EFECTIVO,TRUE,DOMINGO,no_cancelada
324,8,TRANSFERENCIA,TRUE,LUNES,no_cancelada
219,1,TRANSFERENCIA,TRUE,LUNES,no_cancelada
344,9,TARJETA_DEBITO,TRUE,DOMINGO,no_cancelada
252,8,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
344,8,TARJETA_CREDITO,TRUE,MIERCOLES,no_cancelada
187,7,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
27,2,EFECTIVO,TRUE,MARTES,no_cancelada
238,6,TARJETA_DEBITO,FALSE,MIERCOLES,no_cancelada
11,5,TARJETA_DEBITO,FALSE,DOMINGO,no_cancelada
78,1,TRANSFERENCIA,FALSE,MARTES,no_cancelada
75,6,EFECTIVO,TRUE,VIERNES,no_cancelada
87,6,EFECTIVO,FALSE,VIERNES,no_cancelada
268,3,EFECTIVO,TRUE,VIERNES,no_cancelada
320,10,EFECTIVO,TRUE,DOMINGO,no_cancelada
13,2,TARJETA_CREDITO,TRUE,SABADO,no_cancelada
85,4,EFECTIVO,FALSE,JUEVES,no_cancelada
220,6,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
288,5,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
8,8,PAYPAL,TRUE,DOMINGO,no_cancelada
19,6,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
9,2,TRANSFERENCIA,TRUE,LUNES,no_cancelada
45,1,TARJETA_CREDITO,FALSE,MARTES,no_cancelada
112,2,EFECTIVO,FALSE,DOMINGO,no_cancelada
250,4,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
331,9,TARJETA_CREDITO,FALSE,VIERNES,no_cancelada
193,3,TARJETA_CREDITO,FALSE,MIERCOLES,no_cancelada
283,3,TRANSFERENCIA,TRUE,MARTES,no_cancelada
103,1,TRANSFERENCIA,FALSE,MARTES,no_cancelada
179,1,PAYPAL,FALSE,DOMINGO,no_cancelada
313,2,TARJETA_DEBITO,FALSE,LUNES,no_cancelada
40,3,EFECTIVO,TRUE,VIERNES,no_cancelada
15,7,EFECTIVO,FALSE,LUNES,no_cancelada
52,9,EFECTIVO,TRUE,LUNES,no_cancelada
116,9,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
304,4,TARJETA_CREDITO,FALSE,DOMINGO,no_cancelada
213,3,TARJETA_CREDITO,TRUE,JUEVES,no_cancelada
57,8,EFECTIVO,FALSE,MARTES,no_cancelada
64,8,TRANSFERENCIA,FALSE,LUNES,no_cancelada
344,9,TARJETA_DEBITO,TRUE,DOMINGO,no_cancelada
290,8,TRANSFERENCIA,TRUE,DOMINGO,no_cancelada
275,4,PAYPAL,TRUE,MIERCOLES,no_cancelada
288,9,TARJETA_DEBITO,FALSE,SABADO,no_cancelada
40,10,TARJETA_DEBITO,TRUE,VIERNES,no_cancelada
250,4,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
22,7,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
215,8,TRANSFERENCIA,TRUE,LUNES,no_cancelada
46,10,TRANSFERENCIA,TRUE,SABADO,no_cancelada
280,5,PAYPAL,FALSE,LUNES,no_cancelada
364,9,EFECTIVO,TRUE,DOMINGO,no_cancelada
57,4,PAYPAL,FALSE,VIERNES,no_cancelada
272,4,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
289,2,TRANSFERENCIA,TRUE,LUNES,no_cancelada
150,2,PAYPAL,FALSE,MIERCOLES,no_cancelada
85,3,PAYPAL,TRUE,DOMINGO,no_cancelada
249,10,TARJETA_CREDITO,FALSE,JUEVES,no_cancelada
212,6,PAYPAL,TRUE,JUEVES,no_cancelada
83,8,EFECTIVO,FALSE,MIERCOLES,no_cancelada
44,7,PAYPAL,FALSE,SABADO,no_cancelada
4,6,TRANSFERENCIA,TRUE,SABADO,no_cancelada
272,3,TRANSFERENCIA,TRUE,MARTES,no_cancelada
150,2,PAYPAL,FALSE,MIERCOLES,no_cancelada
153,7,EFECTIVO,TRUE,MIERCOLES,no_cancelada
164,3,PAYPAL,TRUE,LUNES,no_cancelada
252,8,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
12,6,TARJETA_CREDITO,TRUE,LUNES,no_cancelada
66,10,PAYPAL,FALSE,DOMINGO,no_cancelada
165,4,PAYPAL,FALSE,JUEVES,no_cancelada
344,8,TARJETA_CREDITO,TRUE,MIERCOLES,no_cancelada
18,10,EFECTIVO,TRUE,JUEVES,no_cancelada
28,10,EFECTIVO,FALSE,DOMINGO,no_cancelada
1,10,TARJETA_DEBITO,TRUE,SABADO,no_cancelada
189,8,EFECTIVO,TRUE,VIERNES,no_cancelada
66,10,TARJETA_DEBITO,TRUE,JUEVES,no_cancelada
57,9,TRANSFERENCIA,TRUE,JUEVES,no_cancelada
43,8,PAYPAL,FALSE,MIERCOLES,no_cancelada
238,7,EFECTIVO,TRUE,MIERCOLES,no_cancelada
337,3,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
272,4,TRANSFERENCIA,TRUE,MIERCOLES,no_cancelada
219,10,PAYPAL,TRUE,VIERNES,no_cancelada
67,7,TARJETA_CREDITO,TRUE,LUNES,no_cancelada
170,2,TRANSFERENCIA,FALSE,JUEVES,no_cancelada
189,8,EFECTIVO,TRUE,VIERNES,no_cancelada
208,9,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
85,9,TARJETA_DEBITO,TRUE,MIERCOLES,no_cancelada
209,3,EFECTIVO,TRUE,MIERCOLES,no_cancelada
207,5,EFECTIVO,TRUE,LUNES,no_cancelada
292,7,TARJETA_CREDITO,TRUE,MIERCOLES,no_cancelada
104,10,TRANSFERENCIA,FALSE,DOMINGO,no_cancelada
221,9,TRANSFERENCIA,FALSE,MARTES,no_cancelada
209,3,TARJETA_DEBITO,FALSE,MARTES,no_cancelada
136,10,TARJETA_CREDITO,TRUE,JUEVES,no_cancelada
354,10,EFECTIVO,TRUE,JUEVES,no_cancelada
261,9,EFECTIVO,FALSE,VIERNES,no_cancelada
